Xbox Series S Fortnite and Rocket League Bundle - Includes Xbox Wireless Controller - Includes Fortnite & Rocket League Downloads - 10GB RAM 512GB SSD - Up to 120 frames per second - Experience hi,$370.0,4.8 out of 5 stars,6094 ratings,$370.00,http://amazon.com/Xbox-S-Fortnite-Rocket-League-Bundle/dp/B09H73LTM6/ref=sr_1_4?keywords=xbox&qid=1702784120&sr=8-4,
Xbox Series X 1TB SSD Console - Includes Wireless Controller - Up to 120 frames per second - 16GB RAM 1TB SSD - Experience True 4K Gaming Velocity Architecture,$395.01,4.8 out of 5 stars,24317 ratings,Only 1 left in stock - order soon.,http://amazon.com/Xbox-1TB-SSD-Console-Controller-Architecture/dp/B08H75RTZ8/ref=sr_1_2?keywords=xbox&qid=1702784120&sr=8-2,
